,,ChannelInfo,Category,Subscribers ,Avg.Views ,NoxScore
803, 803   ↑   3  ,   Coke Studio ,  Music  , 9.35M ↑  0.3% ,  2.92M   ↑   9.3% ,1.12
804, 804     -   ,   办公室小野官方频道 Ms Yeah Official Channel ,  Howto & Style  , 9.35M ↑  0.2% ,  1.3M   ↑   1.4% ,1.77
805, 805     ↓    3  ,   Joey Graceffa ,  People & Blogs  , 9.35M ↑  0.1% ,  832.28K   ↑   5.1% ,2.7
806, 806   ↑   2  ,   JP Plays ,  Gaming  , 9.34M ↑  0.5% ,  748.72K   ↑   3.7% ,3.56
807, 807   ↑   15  ,   Aayu and Pihu Show ,  People & Blogs  , 9.32M ↑  1.6% ,  11.39M    ↓     0.8% ,5
808, 808     ↓    1  ,   Kuplinov ► Play ,  Gaming  , 9.31M ↑  0.2% ,  738.36K    ↓     7% ,3.44
809, 809   ↑   1  ,   Поззи ,  Gaming  , 9.3M ↑  0.4% ,  547.22K    ↓     1.8% ,3.23
810, 810   ↑   13  ,   Nat and Essie ,  Gaming  , 9.3M ↑  1.4% ,  64.95K    ↓     53.5% ,2.64
811, 811     -   ,   Caracol Raivoso ,  Comedy  , 9.29M ↑  0.3% ,  61.64K    ↓     99.1% ,1.21
812, 812     -   ,   Sidemen ,  Entertainment  , 9.29M ↑  0.4% ,  7.79M   ↑   1.5% ,4.7
813, 813   ↑   1  ,   T-Series Regional ,  Music  , 9.28M ↑  0.5% ,  32.61K   ↑   1.7% ,1.18
814, 814   ↑   10  ,   Ivana Alawi ,  People & Blogs  , 9.27M ↑  1.2% ,  7.09M    ↓     0.3% ,4.76
815, 815     ↓    6  ,   Karina Garcia ,  Howto & Style  , 9.26M   -   ,  1.18M    ↓     3.7% ,3.17
816, 816     -   ,   Mazhavil Manorama ,  Entertainment  , 9.26M ↑  0.7% ,  25.37K   ↑   7.9% ,3.24
817, 817     ↓    4  ,   ZarcortGame ,  Entertainment  , 9.25M ↑  0.1% ,  631.22K   ↑   2.6% ,1.16
818, 818     ↓    3  ,   GoldminesAction ,  Film & Animation  , 9.23M ↑  0.3% ,  81.48K   ↑   5.3% ,2.81
819, 819     -   ,   T-STUDIO ,  Howto & Style  , 9.23M ↑  0.5% ,  938.99K   ↑   32.5% ,3.12
820, 820     ↓    3  ,   DuDuPopTOY ,  Entertainment  , 9.22M ↑  0.3% ,  68.4K   ↑   1.6% ,2.42
821, 821   ↑   8  ,   Koo Koo TV - Hindi ,  Entertainment  , 9.22M ↑  1.2% ,  3.3M   ↑   20.7% ,4.88
822, 822     ↓    2  ,   TwinRoozi 쌍둥이 루지 ,  People & Blogs  , 9.21M ↑  0.3% ,  10.95M   ↑   0.2% ,4.07
823, 823   ↑   4  ,   BBC News Hindi ,  News & Politics  , 9.2M ↑  0.9% ,  162.23K   ↑   9.5% ,2.69
824, 824   ↑   1  ,   Vy Qwaint ,  Howto & Style  , 9.19M ↑  0.4% ,  6.9M   ↑   0.5% ,4.8
825, 825   ↑   5  ,   HZHtube Kids Fun ,  Entertainment  , 9.18M ↑  0.8% ,  1.45M   ↑   18.1% ,4.02
826, 826     ↓    8  ,   Tati ,  Howto & Style  , 9.18M   ↓   0.1% ,  1.29M   ↑   0.5% ,2.71
827, 827     ↓    6  ,   Haryanvi Maina ,  Music  , 9.18M ↑  0.1% ,  13.17K    ↓     3.2% ,2.51
828, 828   ↑   3  ,   BERTH OH! ,  Entertainment  , 9.16M ↑  0.5% ,  1.51M   ↑   11.6% ,3.84
829, 829   ↑   5  ,   Sun TV ,  Entertainment  , 9.15M ↑  0.8% ,  100.2K   ↑   72.1% ,2.66
830, 830     ↓    4  ,   LadyGagaVEVO ,  Music  , 9.14M   -   ,  51.23M   ↑   0.9% ,3.18
831, 831   ↑   7  ,   Zee Music Classic ,  Music  , 9.14M ↑  0.9% ,  7.29K   ↑   17.9% ,2.56
832, 832     ↓    4  ,   The Bee Family ,  People & Blogs  , 9.12M ↑  0.1% ,  789.41K    ↓     1.6% ,3.02
833, 833     ↓    1  ,   Pautips ,  Howto & Style  , 9.1M   -   ,  608.98K   ↑   1.5% ,2.79
834, 834   ↑   1  ,   SuperMarioLogan ,  Entertainment  , 9.1M ↑  0.3% ,  18.45M   ↑   0.3% ,1.01
835, 835     ↓    2  ,   PlaticaPolinesia ,  Music  , 9.1M   -   ,  7.11M   ↑   0.7% ,1.03
836, 836     -   ,   Clean Bandit ,  Music  , 9.09M ↑  0.2% ,  4.22M   ↑   3.5% ,3.22
837, 837   ↑   2  ,   The Film Theorists ,  Film & Animation  , 9.08M ↑  0.2% ,  2.51M    ↓     0.1% ,4.67
838, 838   ↑   2  ,   Brincando com o Rafael ,  Entertainment  , 9.08M ↑  0.2% ,  269.16K    ↓     85.1% ,2.3
839, 839   ↑   2  ,   Cris Devil Gamer ,  Gaming  , 9.06M ↑  0.3% ,  1.38M    ↓     8.9% ,4.2
840, 840   ↑   8  ,   ToyTocToc ,  Entertainment  , 9.06M ↑  1% ,  153K   ↑   7% ,2.16
841, 841     ↓    4  ,   WIFI ,  Music  , 9.06M   -   ,  106.44K   ↑   4.4% ,2.76
842, 842     -   ,   Raditya Dika ,  People & Blogs  , 9.04M ↑  0.2% ,  643.54K   ↑   7.8% ,3.11
843, 843   ↑   10  ,   7 Minutoz ,  Music  , 9.02M ↑  0.7% ,  3.13M   ↑   3.6% ,1.98
844, 844   ↑   3  ,   Stone Music Entertainment ,  Music  , 9.02M ↑  0.4% ,  76.3K    ↓     93% ,3.11
845, 845     ↓    2  ,   RocketJump ,  Film & Animation  , 9.01M   -   ,  1.51M   ↑   0.3% ,0.9
846, 846   ↑   4  ,   GIMS ,  Music  , 9.01M ↑  0.4% ,  6.05M   ↑   1.7% ,3.91
847, 847   ↑   4  ,   The Noite com Danilo Gentili ,  Comedy  , 9M ↑  0.3% ,  152.54K   ↑   20.6% ,2.99
848, 848     ↓    3  ,   Tauz ,  Music  , 9M ↑  0.1% ,  5.37M   ↑   0.1% ,0.95
849, 849     -   ,   NTN Vlogs ,  Entertainment  , 9M ↑  0.3% ,  3.01M    ↓     1% ,4.63
850, 850     ↓    6  ,   CinemaSins ,  Film & Animation  , 9M ↑  0.1% ,  626.61K   ↑   4.6% ,2.79
851, 851   ↑   4  ,   Kids smile TV ,  Entertainment  , 9M ↑  0.4% ,  3.81M   ↑   2.2% ,3.75
852, 852     -   ,   Kendrick Lamar , , 8.99M ↑  0.2% ,   -    ,0.76
853, 853   ↑   1  ,   الجانب المُشرق | Bright Side Arabic ,  Howto & Style  , 8.99M ↑  0.3% ,  28.31K    ↓     11.5% ,3.06
854, 854     ↓    7  ,   Safiya Nygaard ,  People & Blogs  , 8.98M   -   ,  10.79M   ↑   0.3% ,3.96
855, 855   ↑   12  ,   MyMissAnand ,  Entertainment  , 8.98M ↑  1.1% ,  10.25M    ↓     0.8% ,4.64
856, 856   ↑   15  ,   Rubius Z ,  Gaming  , 8.98M ↑  1.1% ,  4.79M   ↑   11.1% ,4.92
857, 857   ↑   1  ,   Wild 'N Out ,  Entertainment  , 8.97M ↑  0.2% ,  2.4M   ↑   2.9% ,2.52
858, 858     ↓    2  ,   FROST ,  Entertainment  , 8.96M ↑  0.1% ,  703.52K   ↑   0.5% ,2.83
859, 859   ↑   36  ,   TRT Ertugrul by PTV ,  Entertainment  , 8.96M ↑  2.4% ,  6.99M   ↑   3% ,5
860, 860   ↑   1  ,   Justin Timberlake ,  Music  , 8.95M ↑  0.2% ,  1.54M   ↑   0.1% ,0.9
861, 861     ↓    4  ,   RomeoSantosVEVO ,  Music  , 8.95M   -   ,  67.95M    ↓     19.6% ,0.92
862, 862     -   ,   Kylie Jenner ,  People & Blogs  , 8.95M ↑  0.3% ,  12.25M   ↑   0.3% ,3.86
863, 863     ↓    4  ,   FIFATV ,  Sports  , 8.94M   -   ,  43.88K    ↓     6.7% ,2.51
864, 864   ↑   10  ,   Totoykids Español ,  Film & Animation  , 8.94M ↑  0.9% ,  2.7M    ↓     0.3% ,1.88
865, 865   ↑   10  ,   Zee Telugu ,  Entertainment  , 8.94M ↑  1% ,  124.48K   ↑   19.4% ,4.53
866, 866   ↑   6  ,   Kabita's Kitchen ,  Howto & Style  , 8.93M ↑  0.7% ,  352.93K   ↑   7.1% ,3.21
867, 867   ↑   13  ,   NDTV India ,  Nonprofits & Activism  , 8.93M ↑  1.1% ,  1.22K    ↓     97.7% ,2.45
868, 868   ↑   1  ,   Hueva ,  Gaming  , 8.93M ↑  0.6% ,  1.57M   ↑   0.4% ,3.58
869, 869     ↓    9  ,   はじめしゃちょー（hajime） ,  Entertainment  , 8.93M   -   ,  1.82M    ↓     9.1% ,4.25
870, 870   ↑   15  ,   Netflix India ,  Entertainment  , 8.93M ↑  1.4% ,  386.76K    ↓     6.6% ,3.14
871, 871     ↓    7  ,   Star Casablanca | نجوم الدار البيضاء ,  Music  , 8.92M ↑  0.3% ,  3.94M   ↑   4.8% ,3.06
872, 872     ↓    9  ,   So Yummy ,  Howto & Style  , 8.92M ↑  0.2% ,  1.77M    ↓     15.2% ,2.83
873, 873     -   ,   TikTak Draw ,  Entertainment  , 8.9M ↑  0.3% ,  555.69K   ↑   11.2% ,3.26
874, 874     ↓    4  ,   Genius ,  Music  , 8.9M ↑  0.2% ,  111.68K   ↑   6.4% ,3
875, 875     ↓    7  ,   SAS-ASMR ,  Entertainment  , 8.89M ↑  0.1% ,  430.87K    ↓     9.6% ,3.07
876, 876     ↓    11  ,   Michelle Phan ,  Howto & Style  , 8.88M   -   ,  1.36M   ↑   0.2% ,1.16
877, 877     ↓    11  ,   LaurDIY ,  Howto & Style  , 8.88M   -   ,  1.2M    ↓     1.2% ,2.78
878, 878     ↓    1  ,   welovekamikaze ,  Entertainment  , 8.87M ↑  0.2% ,  1.6M   ↑   0.2% ,1.1
879, 879   ↑   3  ,   The Infographics Show ,  Education  , 8.86M ↑  0.3% ,  278.58K    ↓     12.1% ,3.23
880, 880     ↓    4  ,   Miniminter ,  Entertainment  , 8.86M ↑  0.1% ,  2.64M    ↓     4.6% ,3.94
881, 881     ↓    3  ,   DemolitionRanch ,  Sports  , 8.86M ↑  0.2% ,  2.81M    ↓     7.4% ,4.65
882, 882     ↓    1  ,   OneRepublic ,  Music  , 8.85M ↑  0.2% ,  1.76M   ↑   0.7% ,1.11
883, 883   ↑   9  ,   Crescendo com Luluca ,  People & Blogs  , 8.85M ↑  0.9% ,  1.24M    ↓     0.4% ,3.71
884, 884   ↑   4  ,   Crazy Frog ,  Music  , 8.84M ↑  0.7% ,  281.44M   ↑   0.8% ,1.11
885, 885     ↓    6  ,   Denis ,  Gaming  , 8.84M ↑  0.1% ,  420.33K    ↓     2% ,3.01
886, 886   ↑   7  ,   DisneyJuniorUK ,  Entertainment  , 8.83M ↑  0.7% ,  328.19K   ↑   17% ,2.63
887, 887     ↓    3  ,   YosStoP ,  Entertainment  , 8.83M ↑  0.1% ,  328.26K   ↑   0.6% ,2.68
888, 888     ↓    2  ,   Morphle TV ,  Entertainment  , 8.82M ↑  0.3% ,  251.81K    ↓     8.2% ,2.34
889, 889   ↑   1  ,   eltrece ,  Entertainment  , 8.82M ↑  0.5% ,  12.69K    ↓     31.4% ,2.53
890, 890     ↓    7  ,   HelloMaphie ,  Entertainment  , 8.81M   ↓   0.1% ,  53.54M   ↑   0% ,0.93
891, 891   ↑   13  ,   Planet Earth INDIA ,  Education  , 8.81M ↑  1.6% ,  1.97M   ↑   30.6% ,4.12
892, 892     ↓    3  ,   Slogo ,  Gaming  , 8.81M ↑  0.3% ,  608.34K   ↑   2.5% ,3.75
893, 893     ↓    2  ,   SmarterEveryDay ,  Science & Technology  , 8.8M ↑  0.3% ,  3.87M    ↓     0.6% ,4.13
894, 894     ↓    7  ,   Warner Bros. Pictures ,  Entertainment  , 8.8M ↑  0.1% ,  8.12M   ↑   1% ,4.43
895, 895   ↑   1  ,   Liova and Toys ,  Education  , 8.79M ↑  0.6% ,  97.87M   ↑   1.8% ,1.06
896, 896   ↑   3  ,   YOLO AVENTURAS ,  Entertainment  , 8.79M ↑  0.9% ,  2.53M    ↓     0.9% ,4.76
897, 897     -   ,   Will Smith ,  Entertainment  , 8.77M ↑  0.6% ,  2.32M    ↓     3.1% ,2.87
898, 898     ↓    4  ,   Dynamo Gaming ,  Gaming  , 8.76M ↑  0.1% ,  1.49M   ↑   1.4% ,4.34
899, 899   ↑   46  ,   Techno Gamerz ,  Gaming  , 8.74M ↑  3.3% ,  6.65M   ↑   3.4% ,4.95
900, 900     ↓    2  ,   Sonotek Haryanvi ,  Music  , 8.73M ↑  0.2% ,  88.25K   ↑   1.4% ,2.73
901, 901   ↑   42  ,   anasala family I أنس و أصالة ,  Entertainment  , 8.72M ↑  2.9% ,  7.4M    ↓     1.5% ,4.88
902, 902     ↓    2  ,   Luan Palomera ,  Entertainment  , 8.72M ↑  0.2% ,  1.63M    ↓     5.6% ,3.38
903, 903     ↓    1  ,   Irmãos Berti ,  People & Blogs  , 8.7M ↑  0.1% ,  217.56K    ↓     6.8% ,3.13
904, 904     ↓    1  ,   Izabela Stress ,  Howto & Style  , 8.69M ↑  0.1% ,  116.46K    ↓     1.4% ,2.64
905, 905     -   ,   HikakinTV ,  Entertainment  , 8.69M ↑  0.2% ,  2.39M    ↓     5.8% ,4.44
906, 906   ↑   4  ,   karameeshchannel ,  Music  , 8.69M ↑  0.5% ,  2.34M   ↑   11.3% ,3.65
907, 907   ↑   1  ,   aLexBY11 ,  Gaming  , 8.68M ↑  0.2% ,  362.76K    ↓     0.2% ,2.72
908, 908     ↓    7  ,   Jen Smith ,  People & Blogs  , 8.68M   ↓   0.1% ,  121.98K   ↑   2.4% ,1.83
909, 909     ↓    3  ,   Vox ,  News & Politics  , 8.68M ↑  0.2% ,  661.29K    ↓     11.6% ,3.26
910, 910   ↑   1  ,   POCOYÓ en ESPAÑOL - Canal Oficial ,  Film & Animation  , 8.68M ↑  0.4% ,  1.09M   ↑   18.8% ,3.5
911, 911   ↑   9  ,   Unspeakable ,  People & Blogs  , 8.67M ↑  0.9% ,  4.87M    ↓     5.6% ,4.96
912, 912     -   ,   ครูนกเล็ก ,  Entertainment  , 8.67M ↑  0.2% ,  343.29K   ↑   24% ,2.75
913, 913   ↑   23  ,   Great Indian Comedy ,  Film & Animation  , 8.66M ↑  1.8% ,  144.25K    ↓     36.9% ,3.07
914, 914     ↓    1  ,   Jaiden Animations ,  Film & Animation  , 8.66M ↑  0.2% ,  16.46M   ↑   3% ,4.02
915, 915     ↓    6  ,   Patty Mayo ,  People & Blogs  , 8.66M ↑  0.1% ,  369.53K    ↓     12.6% ,3
916, 916     ↓    9  ,   Proximity ,  Entertainment  , 8.66M   -   ,  125.33K    ↓     0.3% ,2.56
917, 917   ↑   1  ,   Cartoon Network ,  Entertainment  , 8.66M ↑  0.7% ,  19.71K    ↓     37.3% ,2.78
918, 918     ↓    2  ,   Canal Top10 ,  Entertainment  , 8.63M ↑  0.2% ,  691K   ↑   8% ,2.68
919, 919   ↑   8  ,   Alex Gonzaga Official ,  People & Blogs  , 8.63M ↑  0.7% ,  4.58M   ↑   1.9% ,4.51
920, 920     ↓    5  ,   BRKsEDU ,  Gaming  , 8.63M ↑  0.1% ,  175.02K    ↓     9.9% ,2.99
921, 921     ↓    4  ,   핑크퐁 (인기 동요・동화) ,  Education  , 8.63M ↑  0.4% ,  72.74K    ↓     15% ,2.5
922, 922     ↓    8  ,   Funny Stop Motion videos ,  Entertainment  , 8.61M   ↓   0.1% ,  24.35K    ↓     1.8% ,1.11
923, 923   ↑   5  ,   Yair17 ,  Gaming  , 8.61M ↑  0.5% ,  1.98M    ↓     1.2% ,4.75
924, 924     ↓    1  ,   Desimpedidos ,  Sports  , 8.6M ↑  0.2% ,  817.49K   ↑   13.1% ,3.24
925, 925   ↑   8  ,"   せんももあいしーCh Sen, Momo, Ai & Shii ",  People & Blogs  , 8.59M ↑  0.8% ,  91.64K   ↑   26.3% ,2.53
926, 926     -   ,   БЕРИ И ДЕЛАЙ ,  Howto & Style  , 8.59M ↑  0.2% ,  128.65K   ↑   5.8% ,3
927, 927     ↓    2  ,   Haschak Sisters ,  Entertainment  , 8.59M ↑  0.2% ,  4.55M   ↑   2.2% ,1.9
928, 928     ↓    9  ,   The X Factor UK ,  Entertainment  , 8.59M   -   ,  59.4K    ↓     0.3% ,2.53
929, 929   ↑   1  ,   Study IQ education ,  Education  , 8.59M ↑  0.6% ,  45.21K   ↑   30.3% ,2.74
930, 930   ↑   11  ,   FrontaL Gaming ,  Gaming  , 8.59M ↑  1.3% ,  2.58M    ↓     4.6% ,4.8
931, 931     ↓    9  ,   Mussoumano ,  Music  , 8.59M ↑  0.1% ,  1.66M   ↑   1.9% ,2.77
932, 932     ↓    11  ,   Colleen Ballinger ,  Comedy  , 8.58M   -   ,  922.32K   ↑   1.1% ,2.65
933, 933     -   ,   MrBeast Gaming ,  Gaming  , 8.58M   -   ,  11.3M    -    ,4.95
934, 934     ↓    3  ,   NDTV ,  News & Politics  , 8.57M ↑  0.5% ,  7.22K    ↓     42.2% ,2.47
935, 935     ↓    11  ,   Аид [VyacheslavOO] ,  Gaming  , 8.57M   -   ,  1.03M    ↓     1.8% ,2.44
936, 936     ↓    7  ,   Karol Sevilla ,  Entertainment  , 8.56M ↑  0.1% ,  891.4K   ↑   0.9% ,0.93
937, 937     ↓    2  ,   Goldmines Housefull ,  Film & Animation  , 8.55M ↑  0.5% ,  268.02K   ↑   77.6% ,2.55
938, 938     ↓    4  ,   Vogue ,  Howto & Style  , 8.55M ↑  0.5% ,  1.4M    ↓     3.2% ,4.13
939, 939     -   ,   Arcangel ,  Music  , 8.54M ↑  0.6% ,  29.87M   ↑   0.7% ,3.71
940, 940     ↓    2  ,   TWICE ,  Music  , 8.54M ↑  0.6% ,  827.45K   ↑   11% ,3.26
941, 941     ↓    9  ,   Ini Talk Show ,  Comedy  , 8.53M ↑  0.1% ,  119.09K   ↑   1.7% ,1.16
942, 942     ↓    5  ,   elcarteldesantatv ,  Sports  , 8.53M ↑  0.4% ,  2.82M    ↓     42.9% ,1.17
943, 943   ↑   7  ,   हिंदी - Genevieve's Playhouse ,  Education  , 8.51M ↑  0.9% ,  25.85M   ↑   1.5% ,4.29
944, 944   ↑   2  ,   Wave Music - Bhakti ,  Music  , 8.51M ↑  0.7% ,  11.36K    ↓     33.4% ,2.98
945, 945     ↓    3  ,   Games EduUu ,  Gaming  , 8.51M ↑  0.5% ,  2.15M   ↑   2.2% ,4.37
946, 946     ↓    6  ,   freekickerz ,  Sports  , 8.49M ↑  0.1% ,  805.57K   ↑   0.1% ,2.21
947, 947   ↑   2  ,   Come Play With Me ,  Entertainment  , 8.49M ↑  0.7% ,  13.62M   ↑   9.8% ,4.14
948, 948     ↓    3  ,   Stephen Sharer ,  Entertainment  , 8.47M ↑  0.1% ,  1.29M    ↓     2.9% ,3.83
949, 949     ↓    1  ,   Дима Масленников ,  Entertainment  , 8.47M ↑  0.5% ,  4.28M    ↓     5.3% ,3.79
950, 950   ↑   7  ,   Rawan and Rayan ,  People & Blogs  , 8.46M ↑  0.6% ,  2.15M   ↑   1.5% ,4.67
951, 951   ↑   6  ,   Rawan and Rayan ,  People & Blogs  , 8.46M ↑  0.6% ,  2.15M   ↑   1.5% ,4.67
952, 952     ↓    1  ,   Zach King ,  Entertainment  , 8.46M ↑  0.5% ,  5.42M   ↑   0.1% ,4.58
953, 953   ↑   13  ,   João Caetano ,  Entertainment  , 8.45M ↑  1% ,  1.47M   ↑   5.6% ,3.77
954, 954     ↓    7  ,   MBCkpop ,  Music  , 8.45M ↑  0.2% ,  53K    ↓     21.6% ,2.74
955, 955   ↑   1  ,   Gustavo Paródias ,  Comedy  , 8.44M ↑  0.4% ,  2.12M    ↓     6.7% ,2.84
956, 956     ↓    3  ,   rsfriends ,  Music  , 8.43M ↑  0.2% ,  93.23K   ↑   6.4% ,1.09
957, 957   ↑   3  ,   Lady Diana ,  Entertainment  , 8.43M ↑  0.6% ,  2.67M    ↓     2.2% ,4.74
958, 958     -   ,   Camilo ,  Music  , 8.43M   -   ,  4.46M    -    ,1.19
959, 959     ↓    1  ,   123 GO! ,  People & Blogs  , 8.43M ↑  0.4% ,  7.51M    ↓     7.8% ,4.82
960, 960   ↑   7  ,   Lorrayne Oliveira ,  Entertainment  , 8.43M ↑  0.7% ,  1.16M   ↑   4.7% ,3.57
961, 961     ↓    9  ,   Caso Cerrado ,  Entertainment  , 8.43M ↑  0.2% ,  1.24M    ↓     1.9% ,3.57
962, 962   ↑   2  ,   Black Eyed Peas ,  Music  , 8.42M ↑  0.5% ,  2.8M   ↑   0.8% ,2.73
963, 963     -   ,   Akon ,  Music  , 8.42M ↑  0.5% ,  534.63K   ↑   0.4% ,1.87
964, 964   ↑   17  ,   Kim Loaiza ,  Music  , 8.41M ↑  1% ,  70.14M   ↑   1.7% ,4.13
965, 965     ↓    10  ,   Natalies Outlet ,  Howto & Style  , 8.41M   -   ,  420.17K    ↓     6.9% ,2.62
966, 966     ↓    7  ,   Pica - Pica Oficial ,  Music  , 8.41M ↑  0.2% ,  577.4K   ↑   6.4% ,1.85
967, 967     ↓    13  ,   Lizbeth Rodriguez ,  Entertainment  , 8.41M   -   ,  113.19K    ↓     0.7% ,2.71
968, 968     -   ,   Knowledge Tv हिन्दी ,  Education  , 8.41M ↑  0.5% ,  219.31K   ↑   25.5% ,2.94
969, 969   ↑   4  ,   Yoga With Adriene ,  Howto & Style  , 8.4M ↑  0.5% ,  949.4K   ↑   1.3% ,2.98
970, 970     ↓    9  ,   Muca Muriçoca ,  Entertainment  , 8.4M ↑  0.2% ,  2.2M   ↑   0.8% ,1.49
971, 971   ↑   5  ,   The Daily Show with Trevor Noah ,  Comedy  , 8.4M ↑  0.7% ,  795.29K   ↑   39.3% ,3.95
972, 972     ↓    3  ,   Kênh Thiếu Nhi - BHMEDIA ,  Music  , 8.4M ↑  0.5% ,  41.41K   ↑   52.7% ,2.59
973, 973     ↓    8  ,   LastWeekTonight ,  Entertainment  , 8.39M ↑  0.2% ,  7.66M    ↓     3% ,4.03
974, 974   ↑   3  ,   BBC News ,  News & Politics  , 8.39M ↑  0.6% ,  108.49K   ↑   25.7% ,2.49
975, 975     ↓    1  ,   YoungBoy Never Broke Again ,  Music  , 8.39M ↑  0.5% ,  1.54M   ↑   46.5% ,4.33
976, 976     ↓    14  ,   Life Hacks & Experiments ,  Science & Technology  , 8.39M ↑  0.1% ,  281.69K    ↓     16.9% ,2.77
977, 977     ↓    5  ,   Prince Royce ,  People & Blogs  , 8.38M ↑  0.2% ,  14.37K    -    ,0.91
978, 978   ↑   16  ,   Hero Movies 2020 ,  People & Blogs  , 8.37M ↑  1% ,  3.45M   ↑   8.1% ,4.43
979, 979     ↓    9  ,   Thơ Nguyễn ,  People & Blogs  , 8.37M ↑  0.1% ,  2.39M    ↓     2.1% ,4.53
980, 980   ↑   2  ,   Levinho ,  Gaming  , 8.36M ↑  0.5% ,  773.92K    ↓     15.2% ,4.15
981, 981   ↑   10  ,   Wow Kidz Action ,  Entertainment  , 8.36M ↑  0.7% ,  959.78K    ↓     9.9% ,3.83
982, 982     ↓    7  ,   CJ SO COOL ,  Entertainment  , 8.35M ↑  0.1% ,  1.03M    ↓     3.6% ,3.44
983, 983   ↑   4  ,   T-Series Hamaar Bhojpuri ,  Music  , 8.35M ↑  0.5% ,  72.35K   ↑   6.9% ,2.59
984, 984   ↑   14  ,   Avocado Couple I Crazy Comics ,  Film & Animation  , 8.35M ↑  1% ,  2.33M    ↓     6.8% ,4.63
985, 985     ↓    7  ,   Sofia Castro ,  Entertainment  , 8.35M ↑  0.1% ,  2.81M   ↑   0.5% ,3.24
986, 986   ↑   2  ,   Telugu Filmnagar ,  Entertainment  , 8.34M ↑  0.5% ,  7.69K    ↓     82.6% ,3.2
987, 987     ↓    7  ,   BIBI ,  Entertainment  , 8.34M ↑  0.1% ,  161.29K    ↓     6% ,2.61
988, 988   ↑   12  ,   News24 ,  News & Politics  , 8.33M ↑  0.9% ,  32.24K   ↑   380.1% ,2.4
989, 989     ↓    10  ,   TheBrainDit ,  Gaming  , 8.33M   -   ,  52.47K   ↑   26.7% ,2.71
990, 990     ↓    5  ,   FaZe Clan ,  Gaming  , 8.33M ↑  0.2% ,  2.3M   ↑   2.8% ,4.29
991, 991     -   ,   Davie504 ,  Entertainment  , 8.32M   -   ,  1.8M    -    ,4.45
992, 992     ↓    2  ,   truly ,  News & Politics  , 8.32M ↑  0.2% ,  195.84K   ↑   15.5% ,2.38
993, 993     ↓    7  ,   FutParódias ,  Sports  , 8.32M ↑  0.1% ,  2.1M   ↑   3.3% ,4.55
994, 994     ↓    11  ,   MeghanTrainorVEVO ,  Music  , 8.31M   ↓   0.1% ,  288.82K   ↑   0.7% ,1.95
995, 995     -   ,   O Reino Infantil ,  Music  , 8.31M   -   ,  121.87K    -    ,2.92
996, 996     ↓    12  ,   grav3yardgirl ,  Howto & Style  , 8.31M   -   ,  217.41K    ↓     4.4% ,2.53
997, 997     ↓    8  ,   EverythingApplePro ,  Science & Technology  , 8.3M   -   ,  1.49M    ↓     0.9% ,3.62
998, 998     ↓    6  ,   Facts Verse ,  Entertainment  , 8.3M ↑  0.1% ,  25.19K   ↑   34.3% ,2.98
999, 999     ↓    2  ,   Mamix? ,  People & Blogs  , 8.29M ↑  0.2% ,  6.98M   ↑   0.8% ,4.35
1000, 1000     ↓    4  ,   POPS MUSIC ,  Music  , 8.29M ↑  0.2% ,  5.2K    ↓     16.5% ,2.57
